表名	字段名	字段路径	实际数据量	单表空值数	空值率	命名违规数	命名违规率	字段缺失数	字段缺失率	表达违规数	表达违规率	非标准数	非标准率	有值数	有值率	时间	表名	字段名	字段路径	实际数据量	单表空值数	空值率	命名违规数	命名违规率	字段缺失数	字段缺失率	表达违规数	表达违规率	非标准数	非标准率	有值数	有值率	
手术记录	参与者-麻醉医师-医护人员标示号	participant_anesthetist-id	108511.0	142781.0	1.0	0.0	0.0	34270.0	0.24001793	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	参与者-麻醉医师-医护人员标示号	participant_anesthetist-id	108511.0	142781.0	1.0	0.0	0.0	34270.0	0.24001793	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	参与者-手术助手-顺位	participant_assistant-order_of_duties	219861.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219861.0	1.0		手术记录	参与者-手术助手-顺位	participant_assistant-order_of_duties	219861.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219861.0	1.0	
手术记录	文档提交者ID	submit_doctor_id	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	文档提交者ID	submit_doctor_id	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术操作详细信息	procedure_record_description	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术操作详细信息	procedure_record_description	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	参与者-器械护士-顺位	participant_instrument_nurse-order_of_duties	0.0	142781.0	1.0	0.0	0.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	参与者-器械护士-顺位	participant_instrument_nurse-order_of_duties	0.0	142781.0	1.0	0.0	0.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	麻醉-麻醉方法	anesthesia-type_of_anesthesia	142781.0	24549.0	0.17193464	0.0	0.0	0.0	0.0	0.0	0.0	113836.0	0.79727695	118232.0	0.82806536		手术记录	麻醉-麻醉方法	anesthesia-type_of_anesthesia	142781.0	24549.0	0.17193464	0.0	0.0	0.0	0.0	9.0	6.303e-05	0.0	0.0	118232.0	0.82806536	
手术记录	就诊标识	visit_sn	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0		手术记录	就诊标识	visit_sn	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0	
手术记录	手术记录内容-术中输冷沉淀量（国际单位）	operation_note-cryoprecipitate_international_unit	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术记录内容-术中输冷沉淀量（国际单位）	operation_note-cryoprecipitate_international_unit	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	参与者-麻醉助手-医护人员姓名	participant_anesthesia_assistant-name	0.0	142781.0	1.0	0.0	0.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	参与者-麻醉助手-医护人员姓名	participant_anesthesia_assistant-name	0.0	142781.0	1.0	0.0	0.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	参与者-术者-顺位	participant_surgeon-order_of_duties	127541.0	142781.0	1.0	0.0	0.0	15240.0	0.10673689	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	参与者-术者-顺位	participant_surgeon-order_of_duties	127541.0	142781.0	1.0	0.0	0.0	15240.0	0.10673689	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	术后诊断-疾病代码	post_operative_diagnosis-disease_code	14252.0	153960.0	1.0	0.0	0.0	139708.0	0.9074305	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	术后诊断-疾病代码	post_operative_diagnosis-disease_code	14345.0	154053.0	1.0	0.0	0.0	139708.0	0.9068827	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术记录内容-术中出血量	operation_note-bleeding_volum	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术记录内容-术中出血量	operation_note-bleeding_volum	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术-手术适应症	surgery-surgery_indication	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术-手术适应症	surgery-surgery_indication	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	参与者-手术助手-医护人员姓名	participant_assistant-name	219861.0	23011.0	0.10466158	0.0	0.0	0.0	0.0	31.0	0.000141	0.0	0.0	196850.0	0.89533842		手术记录	参与者-手术助手-医护人员姓名	participant_assistant-name	219861.0	23011.0	0.10466158	0.0	0.0	0.0	0.0	56.0	0.00025471	0.0	0.0	196850.0	0.89533842	
手术记录	文档提交者	submit_doctor_name	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	文档提交者	submit_doctor_name	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	患者标示	patient_sn	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0		手术记录	患者标示	patient_sn	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0	
手术记录	记录/签发者-记录者标示号	recorders-recorder_id	5383.0	142781.0	1.0	0.0	0.0	137398.0	0.96229891	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	记录/签发者-记录者标示号	recorders-recorder_id	5383.0	142781.0	1.0	0.0	0.0	137398.0	0.96229891	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术-手术结束时间	surgery-surgery_end_date	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术-手术结束时间	surgery-surgery_end_date	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	医渡格式手术记录	surgery_record_yiduformat	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	医渡格式手术记录	surgery_record_yiduformat	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术操作记录编号	surgery_record_no	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0		手术记录	手术操作记录编号	surgery_record_no	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0	0.0	0.0	142781.0	1.0	
手术记录	术中诊断-疾病代码	intra_operative_diagnosis-disease_code	203969.0	226513.0	1.0	0.0	0.0	22544.0	0.0995263	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	术中诊断-疾病代码	intra_operative_diagnosis-disease_code	204085.0	226629.0	1.0	0.0	0.0	22544.0	0.09947535	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	医渡唯一号	yidu_pkid	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0		手术记录	医渡唯一号	yidu_pkid	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0	
手术记录	参与者-麻醉医师	participant_anesthetist	34270.0	0.0	0.0	34270.0	1.0	-34270.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	参与者-麻醉医师	participant_anesthetist	34270.0	0.0	0.0	34270.0	1.0	-34270.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术记录内容-术中出入量情况	operation_note-intake_and_output	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术记录内容-术中出入量情况	operation_note-intake_and_output	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	参与者-麻醉医师-顺位	participant_anesthetist-order_of_duties	108511.0	142781.0	1.0	0.0	0.0	34270.0	0.24001793	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	参与者-麻醉医师-顺位	participant_anesthetist-order_of_duties	108511.0	142781.0	1.0	0.0	0.0	34270.0	0.24001793	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	文档名称	file_name	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0		手术记录	文档名称	file_name	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0	
手术记录	参与者-术者	participant_surgeon	15240.0	0.0	0.0	15240.0	1.0	-15240.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	参与者-术者	participant_surgeon	15240.0	0.0	0.0	15240.0	1.0	-15240.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	参与者-麻醉助手-医护人员标示号	participant_anesthesia_assistant-id	0.0	142781.0	1.0	0.0	0.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	参与者-麻醉助手-医护人员标示号	participant_anesthesia_assistant-id	0.0	142781.0	1.0	0.0	0.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术记录内容-自体输血采用方式	operation_note-autologous_blood_transfusion_method	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术记录内容-自体输血采用方式	operation_note-autologous_blood_transfusion_method	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	活动记录状态	record_status	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0		手术记录	活动记录状态	record_status	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0	
手术记录	记录/签发者-记录者角色	recorders-duties_of_the_recorder	5383.0	137398.0	0.96229891	0.0	0.0	137398.0	0.96229891	0.0	0.0	0.0	0.0	5383.0	0.03770109		手术记录	记录/签发者-记录者角色	recorders-duties_of_the_recorder	5383.0	137398.0	0.96229891	0.0	0.0	137398.0	0.96229891	0.0	0.0	0.0	0.0	5383.0	0.03770109	
手术记录	手术记录内容-手术过程描述	operation_note-operation_description	142781.0	20242.0	0.14176956	0.0	0.0	0.0	0.0	9.0	6.303e-05	0.0	0.0	122539.0	0.85823044		手术记录	手术记录内容-手术过程描述	operation_note-operation_description	142781.0	20242.0	0.14176956	0.0	0.0	0.0	0.0	601.0	0.00420924	0.0	0.0	122539.0	0.85823044	
手术记录	术后诊断	post_operative_diagnosis	139708.0	0.0	0.0	139708.0	1.0	-139708.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	术后诊断	post_operative_diagnosis	139708.0	0.0	0.0	139708.0	1.0	-139708.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	医疗机构代码	medical_institution_code	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0		手术记录	医疗机构代码	medical_institution_code	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0	
手术记录	手术记录内容-术中所见	operation_note-surgical_findings	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术记录内容-术中所见	operation_note-surgical_findings	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术-手术名称	surgery-surgery_name	142781.0	1845.0	0.01292189	0.0	0.0	0.0	0.0	22.0	0.00015408	0.0	0.0	140936.0	0.98707811		手术记录	手术-手术名称	surgery-surgery_name	142781.0	1845.0	0.01292189	0.0	0.0	0.0	0.0	12989.0	0.09097149	0.0	0.0	140936.0	0.98707811	
手术记录	记录/签发者	recorders	137398.0	0.0	0.0	137398.0	1.0	-137398.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	记录/签发者	recorders	137398.0	0.0	0.0	137398.0	1.0	-137398.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	麻醉-麻醉方法代码	anesthesia-anesthesia_type_code	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	麻醉-麻醉方法代码	anesthesia-anesthesia_type_code	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术操作主题	procedure_record_topic	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0		手术记录	手术操作主题	procedure_record_topic	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0	
手术记录	文档标题	title	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0		手术记录	文档标题	title	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0	
手术记录	手术记录内容-手术目标部位名称	operation_note-operation_site	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术记录内容-手术目标部位名称	operation_note-operation_site	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	麻醉-麻醉过程详细说明	anesthesia-anesthesia_procedure	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	麻醉-麻醉过程详细说明	anesthesia-anesthesia_procedure	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	参与者-术者-医护人员姓名	participant_surgeon-name	127541.0	15240.0	0.10673689	0.0	0.0	15240.0	0.10673689	8.0	6.272e-05	0.0	0.0	127541.0	0.89326311		手术记录	参与者-术者-医护人员姓名	participant_surgeon-name	127541.0	15240.0	0.10673689	0.0	0.0	15240.0	0.10673689	35.0	0.00027442	0.0	0.0	127541.0	0.89326311	
手术记录	参与者-术者-医护人员标示号	participant_surgeon-id	127541.0	142781.0	1.0	0.0	0.0	15240.0	0.10673689	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	参与者-术者-医护人员标示号	participant_surgeon-id	127541.0	142781.0	1.0	0.0	0.0	15240.0	0.10673689	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	参与者-麻醉助手-医护人员角色	participant_anesthesia_assistant-duties	0.0	142781.0	1.0	0.0	0.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	参与者-麻醉助手-医护人员角色	participant_anesthesia_assistant-duties	0.0	142781.0	1.0	0.0	0.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术记录内容-术中输红细胞量（单位）	operation_note-red_blood_cells_unit	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术记录内容-术中输红细胞量（单位）	operation_note-red_blood_cells_unit	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术-手术根治性	surgery-radical_operation_type	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术-手术根治性	surgery-radical_operation_type	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术-手术间	surgery-operation_room	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术-手术间	surgery-operation_room	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术-手术开始时间	surgery-surgery_start_date	142781.0	25113.0	0.17588475	0.0	0.0	0.0	0.0	117086.0	0.82003908	0.0	0.0	117668.0	0.82411525		手术记录	手术-手术开始时间	surgery-surgery_start_date	142781.0	25113.0	0.17588475	0.0	0.0	0.0	0.0	117084.0	0.82002507	0.0	0.0	117668.0	0.82411525	
手术记录	文档提交时间	submit_datetime	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	文档提交时间	submit_datetime	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	记录/签发者-记录时间	recorders-date_of_note	5383.0	142742.0	0.99972685	0.0	0.0	137398.0	0.96229891	0.0	0.0	0.0	0.0	39.0	0.00027315		手术记录	记录/签发者-记录时间	recorders-date_of_note	5383.0	142742.0	0.99972685	0.0	0.0	137398.0	0.96229891	0.0	0.0	0.0	0.0	39.0	0.00027315	
手术记录	术前诊断-疾病名称	pre_operative_diagnosis-disease_name	241832.0	6923.0	0.0278306	0.0	0.0	6923.0	0.0278306	41.0	0.00016954	0.0	0.0	241832.0	0.9721694		手术记录	术前诊断-疾病名称	pre_operative_diagnosis-disease_name	241989.0	6923.0	0.02781304	0.0	0.0	6923.0	0.02781304	155.0	0.00064053	0.0	0.0	241989.0	0.97218696	
手术记录	术中诊断	intra_operative_diagnosis	22544.0	0.0	0.0	22544.0	1.0	-22544.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	术中诊断	intra_operative_diagnosis	22544.0	0.0	0.0	22544.0	1.0	-22544.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	术后诊断-疾病名称	post_operative_diagnosis-disease_name	14252.0	139708.0	0.9074305	0.0	0.0	139708.0	0.9074305	0.0	0.0	0.0	0.0	14252.0	0.0925695		手术记录	术后诊断-疾病名称	post_operative_diagnosis-disease_name	14345.0	139708.0	0.9068827	0.0	0.0	139708.0	0.9068827	16.0	0.00111537	0.0	0.0	14345.0	0.0931173	
手术记录	手术记录内容-皮肤消毒描述	operation_note-skin_sterilization_description	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术记录内容-皮肤消毒描述	operation_note-skin_sterilization_description	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术-手术操作代码	surgery-surgical_procedure_code	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术-手术操作代码	surgery-surgical_procedure_code	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	参与者-巡回护士-顺位	participant_circulating_nurse-order_of_duties	0.0	142781.0	1.0	0.0	0.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	参与者-巡回护士-顺位	participant_circulating_nurse-order_of_duties	0.0	142781.0	1.0	0.0	0.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术记录内容-自体输血量	operation_note-autologous_volume_blood	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术记录内容-自体输血量	operation_note-autologous_volume_blood	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术记录内容-术中输血量	operation_note-volume_blood	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术记录内容-术中输血量	operation_note-volume_blood	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术-TNM分期版本	surgery-tnm_version	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术-TNM分期版本	surgery-tnm_version	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	参与者-器械护士	participant_instrument_nurse	142781.0	0.0	0.0	142781.0	1.0	-142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	参与者-器械护士	participant_instrument_nurse	142781.0	0.0	0.0	142781.0	1.0	-142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	就诊类型	visit_type	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0		手术记录	就诊类型	visit_type	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0	
手术记录	手术记录内容-术中输血浆量ml	operation_note-plasma_ml	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术记录内容-术中输血浆量ml	operation_note-plasma_ml	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术-手术编号	surgery-surgery_sn	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术-手术编号	surgery-surgery_sn	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	术前诊断	pre_operative_diagnosis	6923.0	0.0	0.0	6923.0	1.0	-6923.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	术前诊断	pre_operative_diagnosis	6923.0	0.0	0.0	6923.0	1.0	-6923.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	医疗机构名称	medical_institution_name	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0		手术记录	医疗机构名称	medical_institution_name	142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142781.0	1.0	
手术记录	术前诊断-疾病代码	pre_operative_diagnosis-disease_code	241832.0	248755.0	1.0	0.0	0.0	6923.0	0.0278306	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	术前诊断-疾病代码	pre_operative_diagnosis-disease_code	241989.0	248912.0	1.0	0.0	0.0	6923.0	0.02781304	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术记录内容-术中意外	operation_note-surgical_accident	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术记录内容-术中意外	operation_note-surgical_accident	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	参与者-巡回护士	participant_circulating_nurse	142781.0	0.0	0.0	142781.0	1.0	-142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	参与者-巡回护士	participant_circulating_nurse	142781.0	0.0	0.0	142781.0	1.0	-142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	参与者-器械护士-医护人员标示号	participant_instrument_nurse-id	0.0	142781.0	1.0	0.0	0.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	参与者-器械护士-医护人员标示号	participant_instrument_nurse-id	0.0	142781.0	1.0	0.0	0.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术记录内容-术中用药	operation_note-medications_in_operation_description	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术记录内容-术中用药	operation_note-medications_in_operation_description	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	参与者-手术助手-医护人员标示号	participant_assistant-id	219861.0	219861.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	参与者-手术助手-医护人员标示号	participant_assistant-id	219861.0	219861.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	术中诊断-疾病名称	intra_operative_diagnosis-disease_name	203969.0	22544.0	0.0995263	0.0	0.0	22544.0	0.0995263	598.0	0.00293182	0.0	0.0	203969.0	0.9004737		手术记录	术中诊断-疾病名称	intra_operative_diagnosis-disease_name	204085.0	22544.0	0.09947535	0.0	0.0	22544.0	0.09947535	1311.0	0.00642379	0.0	0.0	204085.0	0.90052465	
手术记录	记录/签发者-记录者姓名	recorders-recorder_name	5383.0	142732.0	0.99965682	0.0	0.0	137398.0	0.96229891	0.0	0.0	0.0	0.0	49.0	0.00034318		手术记录	记录/签发者-记录者姓名	recorders-recorder_name	5383.0	142732.0	0.99965682	0.0	0.0	137398.0	0.96229891	0.0	0.0	0.0	0.0	49.0	0.00034318	
手术记录	手术记录内容-术中输液量	operation_note-transfusion_volume	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术记录内容-术中输液量	operation_note-transfusion_volume	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术记录内容-术中输血小板（治疗量）	operation_note-platelet_therapy_volume	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术记录内容-术中输血小板（治疗量）	operation_note-platelet_therapy_volume	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	手术记录内容-手术切口描述	operation_note-surgical_incision_description	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	手术记录内容-手术切口描述	operation_note-surgical_incision_description	142781.0	142781.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
手术记录	参与者-麻醉助手	participant_anesthesia_assistant	142781.0	0.0	0.0	142781.0	1.0	-142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		手术记录	参与者-麻醉助手	participant_anesthesia_assistant	142781.0	0.0	0.0	142781.0	1.0	-142781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
生命体征测量记录	生命体征-心率-生命体征编号	heart_rate-item_id	495286.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	495286.0	1.0		生命体征测量记录	生命体征-心率-生命体征编号	heart_rate-item_id	495286.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	495286.0	1.0	
生命体征测量记录	生命体征-血压(deprecated)-医渡唯一号	vital_sign_pressure-yidu_pkid	1585892.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1585892.0	1.0		生命体征测量记录	生命体征-血压-医渡唯一号	vital_sign_pressure-yidu_pkid	1585892.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1585892.0	1.0	
生命体征测量记录	生命体征-呼吸-生命体征项目名称	respiration-item_name	5267244.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5267244.0	1.0		生命体征测量记录	生命体征-呼吸-生命体征项目名称	respiration-item_name	5267244.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5267244.0	1.0	
