title	type	test_type	year1	month1	_c5
检验记录日期年份分布	门诊	微生物	2016	6	135
检验记录日期年份分布	门诊	微生物	2016	7	177
检验记录日期年份分布	门诊	微生物	2016	8	225
检验记录日期年份分布	门诊	微生物	2016	9	108
检验记录日期年份分布	门诊	微生物	2016	10	187
检验记录日期年份分布	门诊	微生物	2016	11	123
检验记录日期年份分布	门诊	微生物	2016	12	173
检验记录日期年份分布	门诊	微生物	2017	1	178
检验记录日期年份分布	门诊	微生物	2017	2	87
检验记录日期年份分布	门诊	微生物	2017	3	109
检验记录日期年份分布	门诊	微生物	2017	4	70
检验记录日期年份分布	门诊	微生物	2017	5	103
检验记录日期年份分布	门诊	微生物	2017	6	147
检验记录日期年份分布	门诊	微生物	2017	7	134
检验记录日期年份分布	门诊	微生物	2017	8	108
检验记录日期年份分布	门诊	微生物	2017	9	136
检验记录日期年份分布	门诊	微生物	2017	10	201
检验记录日期年份分布	门诊	微生物	2017	11	181
检验记录日期年份分布	门诊	微生物	2017	12	171
检验记录日期年份分布	门诊	微生物	2018	1	102
检验记录日期年份分布	门诊	微生物	2018	2	59
检验记录日期年份分布	门诊	微生物	2018	3	136
检验记录日期年份分布	门诊	微生物	2018	4	81
检验记录日期年份分布	门诊	微生物	2018	5	115
检验记录日期年份分布	门诊	微生物	2018	6	22
检验记录日期年份分布	门诊	检验	NULL	NULL	247855
检验记录日期年份分布	门诊	检验	2008	10	1
检验记录日期年份分布	门诊	检验	2008	11	1
检验记录日期年份分布	门诊	检验	2008	12	5
检验记录日期年份分布	门诊	检验	2009	2	1
检验记录日期年份分布	门诊	检验	2009	3	1
检验记录日期年份分布	门诊	检验	2011	1	72
检验记录日期年份分布	门诊	检验	2011	2	59
检验记录日期年份分布	门诊	检验	2011	3	170
检验记录日期年份分布	门诊	检验	2011	4	295
检验记录日期年份分布	门诊	检验	2011	5	322
检验记录日期年份分布	门诊	检验	2011	6	264
检验记录日期年份分布	门诊	检验	2011	7	281
检验记录日期年份分布	门诊	检验	2011	8	366
检验记录日期年份分布	门诊	检验	2011	9	525
检验记录日期年份分布	门诊	检验	2011	10	481
检验记录日期年份分布	门诊	检验	2011	11	2754
检验记录日期年份分布	门诊	检验	2011	12	5611
检验记录日期年份分布	门诊	检验	2012	1	4140
检验记录日期年份分布	门诊	检验	2012	2	6118
检验记录日期年份分布	门诊	检验	2012	3	7125
检验记录日期年份分布	门诊	检验	2012	4	7509
检验记录日期年份分布	门诊	检验	2012	5	10383
检验记录日期年份分布	门诊	检验	2012	6	9215
检验记录日期年份分布	门诊	检验	2012	7	10285
检验记录日期年份分布	门诊	检验	2012	8	10103
检验记录日期年份分布	门诊	检验	2012	9	8981
检验记录日期年份分布	门诊	检验	2012	10	9399
检验记录日期年份分布	门诊	检验	2012	11	9508
检验记录日期年份分布	门诊	检验	2012	12	9560
检验记录日期年份分布	门诊	检验	2013	1	9398
检验记录日期年份分布	门诊	检验	2013	2	6741
检验记录日期年份分布	门诊	检验	2013	3	10595
检验记录日期年份分布	门诊	检验	2013	4	10355
检验记录日期年份分布	门诊	检验	2013	5	12038
检验记录日期年份分布	门诊	检验	2013	6	10741
检验记录日期年份分布	门诊	检验	2013	7	13700
检验记录日期年份分布	门诊	检验	2013	8	12236
检验记录日期年份分布	门诊	检验	2013	9	10937
检验记录日期年份分布	门诊	检验	2013	10	11903
检验记录日期年份分布	门诊	检验	2013	11	10418
检验记录日期年份分布	门诊	检验	2013	12	10799
检验记录日期年份分布	门诊	检验	2014	1	9501
检验记录日期年份分布	门诊	检验	2014	2	10097
检验记录日期年份分布	门诊	检验	2014	3	12728
检验记录日期年份分布	门诊	检验	2014	4	12513
检验记录日期年份分布	门诊	检验	2014	5	12914
检验记录日期年份分布	门诊	检验	2014	6	12444
检验记录日期年份分布	门诊	检验	2014	7	14132
检验记录日期年份分布	门诊	检验	2014	8	13269
检验记录日期年份分布	门诊	检验	2014	9	12288
检验记录日期年份分布	门诊	检验	2014	10	13138
检验记录日期年份分布	门诊	检验	2014	11	10871
检验记录日期年份分布	门诊	检验	2014	12	11618
检验记录日期年份分布	门诊	检验	2015	1	11388
检验记录日期年份分布	门诊	检验	2015	2	7517
检验记录日期年份分布	门诊	检验	2015	3	12930
检验记录日期年份分布	门诊	检验	2015	4	12624
检验记录日期年份分布	门诊	检验	2015	5	12525
检验记录日期年份分布	门诊	检验	2015	6	13471
检验记录日期年份分布	门诊	检验	2015	7	15859
检验记录日期年份分布	门诊	检验	2015	8	13463
检验记录日期年份分布	门诊	检验	2015	9	12788
检验记录日期年份分布	门诊	检验	2015	10	14261
检验记录日期年份分布	门诊	检验	2015	11	13659
检验记录日期年份分布	门诊	检验	2015	12	12718
检验记录日期年份分布	门诊	检验	2016	1	12011
检验记录日期年份分布	门诊	检验	2016	2	10187
检验记录日期年份分布	门诊	检验	2016	3	15143
检验记录日期年份分布	门诊	检验	2016	4	14025
检验记录日期年份分布	门诊	检验	2016	5	14519
检验记录日期年份分布	门诊	检验	2016	6	13760
检验记录日期年份分布	门诊	检验	2016	7	14695
检验记录日期年份分布	门诊	检验	2016	8	15907
检验记录日期年份分布	门诊	检验	2016	9	14662
检验记录日期年份分布	门诊	检验	2016	10	16058
检验记录日期年份分布	门诊	检验	2016	11	13214
检验记录日期年份分布	门诊	检验	2016	12	13312
检验记录日期年份分布	门诊	检验	2017	1	10514
检验记录日期年份分布	门诊	检验	2017	2	13118
检验记录日期年份分布	门诊	检验	2017	3	15338
检验记录日期年份分布	门诊	检验	2017	4	13264
检验记录日期年份分布	门诊	检验	2017	5	15324
检验记录日期年份分布	门诊	检验	2017	6	15676
检验记录日期年份分布	门诊	检验	2017	7	16597
检验记录日期年份分布	门诊	检验	2017	8	17569
检验记录日期年份分布	门诊	检验	2017	9	14939
检验记录日期年份分布	门诊	检验	2017	10	14867
检验记录日期年份分布	门诊	检验	2017	11	16718
检验记录日期年份分布	门诊	检验	2017	12	13663
检验记录日期年份分布	门诊	检验	2018	1	14372
检验记录日期年份分布	门诊	检验	2018	2	9556
检验记录日期年份分布	门诊	检验	2018	3	15281
检验记录日期年份分布	门诊	检验	2018	4	14192
检验记录日期年份分布	门诊	检验	2018	5	16945
检验记录日期年份分布	门诊	检验	2018	6	6806
