_c0	visit_type	exam_type	year_time	month_time	_c5
检查日期分布	急诊	心电	2012	12	6
检查日期分布	急诊	心电	2013	1	6
检查日期分布	急诊	心电	2013	2	2
检查日期分布	急诊	心电	2013	3	3
检查日期分布	急诊	心电	2013	4	5
检查日期分布	急诊	心电	2013	5	3
检查日期分布	急诊	心电	2013	6	1
检查日期分布	急诊	心电	2013	7	2
检查日期分布	急诊	心电	2013	8	6
检查日期分布	急诊	心电	2013	9	2
检查日期分布	急诊	心电	2013	10	2
检查日期分布	急诊	心电	2013	11	1
检查日期分布	急诊	心电	2013	12	1
检查日期分布	急诊	心电	2014	1	6
检查日期分布	急诊	心电	2014	2	2
检查日期分布	急诊	心电	2014	3	5
检查日期分布	急诊	心电	2014	4	6
检查日期分布	急诊	心电	2014	5	5
检查日期分布	急诊	心电	2014	6	4
检查日期分布	急诊	心电	2014	7	3
检查日期分布	急诊	心电	2014	8	2
检查日期分布	急诊	心电	2014	9	4
检查日期分布	急诊	心电	2014	10	3
检查日期分布	急诊	心电	2014	11	9
检查日期分布	急诊	心电	2014	12	4
检查日期分布	急诊	心电	2015	1	2
检查日期分布	急诊	心电	2015	2	2
检查日期分布	急诊	心电	2015	3	3
检查日期分布	急诊	心电	2015	4	10
检查日期分布	急诊	心电	2015	5	9
检查日期分布	急诊	心电	2015	6	2
检查日期分布	急诊	心电	2015	7	9
检查日期分布	急诊	心电	2015	8	8
检查日期分布	急诊	心电	2015	9	4
检查日期分布	急诊	心电	2015	10	3
检查日期分布	急诊	心电	2015	11	11
检查日期分布	急诊	心电	2015	12	10
检查日期分布	急诊	心电	2016	1	13
检查日期分布	急诊	心电	2016	2	5
检查日期分布	急诊	心电	2016	3	9
检查日期分布	急诊	心电	2016	4	8
检查日期分布	急诊	心电	2016	5	4
检查日期分布	急诊	心电	2016	6	14
检查日期分布	急诊	心电	2016	7	7
检查日期分布	急诊	心电	2016	8	12
检查日期分布	急诊	心电	2016	9	10
检查日期分布	急诊	心电	2016	10	5
检查日期分布	急诊	心电	2016	11	2
检查日期分布	急诊	心电	2016	12	9
检查日期分布	急诊	心电	2017	1	13
检查日期分布	急诊	心电	2017	2	2
检查日期分布	急诊	心电	2017	3	12
检查日期分布	急诊	心电	2017	4	10
检查日期分布	急诊	心电	2017	5	10
检查日期分布	急诊	心电	2017	6	13
检查日期分布	急诊	心电	2017	7	17
检查日期分布	急诊	心电	2017	8	21
检查日期分布	急诊	心电	2017	9	10
检查日期分布	急诊	心电	2017	10	12
检查日期分布	急诊	心电	2017	11	6
检查日期分布	急诊	心电	2017	12	6
检查日期分布	急诊	心电	2018	1	5
检查日期分布	急诊	心电	2018	2	3
检查日期分布	急诊	心电	2018	3	15
检查日期分布	急诊	心电	2018	4	8
检查日期分布	急诊	心电	2018	5	15
检查日期分布	急诊	心电	2018	6	6
检查日期分布	急诊	超声	2006	3	1
检查日期分布	急诊	超声	2006	7	3
检查日期分布	急诊	超声	2006	8	1
检查日期分布	急诊	超声	2006	10	6
检查日期分布	急诊	超声	2006	11	1
检查日期分布	急诊	超声	2006	12	4
检查日期分布	急诊	超声	2007	1	2
检查日期分布	急诊	超声	2007	4	1
检查日期分布	急诊	超声	2007	5	5
检查日期分布	急诊	超声	2007	7	2
检查日期分布	急诊	超声	2007	9	1
检查日期分布	急诊	超声	2007	10	4
检查日期分布	急诊	超声	2007	11	2
检查日期分布	急诊	超声	2007	12	14
检查日期分布	急诊	超声	2008	1	3
检查日期分布	急诊	超声	2008	2	2
检查日期分布	急诊	超声	2008	3	5
检查日期分布	急诊	超声	2008	4	17
检查日期分布	急诊	超声	2008	5	6
检查日期分布	急诊	超声	2008	6	2
检查日期分布	急诊	超声	2008	7	9
检查日期分布	急诊	超声	2008	8	6
检查日期分布	急诊	超声	2008	9	2
检查日期分布	急诊	超声	2008	10	9
检查日期分布	急诊	超声	2008	11	6
检查日期分布	急诊	超声	2008	12	6
检查日期分布	急诊	超声	2009	1	5
检查日期分布	急诊	超声	2009	2	8
检查日期分布	急诊	超声	2009	3	9
检查日期分布	急诊	超声	2009	4	9
检查日期分布	急诊	超声	2009	5	18
检查日期分布	急诊	超声	2009	6	22
检查日期分布	急诊	超声	2009	7	26
检查日期分布	急诊	超声	2009	8	36
检查日期分布	急诊	超声	2009	9	16
检查日期分布	急诊	超声	2009	10	7
检查日期分布	急诊	超声	2009	11	1
检查日期分布	急诊	超声	2009	12	10
检查日期分布	急诊	超声	2010	1	18
检查日期分布	急诊	超声	2010	2	26
检查日期分布	急诊	超声	2010	3	41
检查日期分布	急诊	超声	2010	4	54
检查日期分布	急诊	超声	2010	5	26
检查日期分布	急诊	超声	2010	6	14
检查日期分布	急诊	超声	2010	7	22
检查日期分布	急诊	超声	2010	8	47
检查日期分布	急诊	超声	2010	9	26
检查日期分布	急诊	超声	2010	10	27
检查日期分布	急诊	超声	2010	11	18
检查日期分布	急诊	超声	2010	12	12
检查日期分布	急诊	超声	2011	1	10
检查日期分布	急诊	超声	2011	2	25
检查日期分布	急诊	超声	2011	3	23
检查日期分布	急诊	超声	2011	4	17
检查日期分布	急诊	超声	2011	5	41
检查日期分布	急诊	超声	2011	6	7
检查日期分布	急诊	超声	2011	7	13
检查日期分布	急诊	超声	2011	8	18
检查日期分布	急诊	超声	2011	9	13
检查日期分布	急诊	超声	2011	10	23
检查日期分布	急诊	超声	2011	11	42
检查日期分布	急诊	超声	2011	12	24
检查日期分布	急诊	超声	2012	1	29
检查日期分布	急诊	超声	2012	2	24
检查日期分布	急诊	超声	2012	3	45
检查日期分布	急诊	超声	2012	4	13
检查日期分布	急诊	超声	2012	5	39
检查日期分布	急诊	超声	2012	6	22
检查日期分布	急诊	超声	2012	7	19
检查日期分布	急诊	超声	2012	8	40
检查日期分布	急诊	超声	2012	9	26
检查日期分布	急诊	超声	2012	10	28
检查日期分布	急诊	超声	2012	11	31
检查日期分布	急诊	超声	2012	12	27
检查日期分布	急诊	超声	2013	1	14
检查日期分布	急诊	超声	2013	2	5
检查日期分布	急诊	超声	2013	3	18
检查日期分布	急诊	超声	2013	4	12
检查日期分布	急诊	超声	2013	5	6
检查日期分布	急诊	超声	2013	6	1
检查日期分布	急诊	超声	2013	7	12
检查日期分布	急诊	超声	2013	8	14
检查日期分布	急诊	超声	2013	9	13
检查日期分布	急诊	超声	2013	10	8
检查日期分布	急诊	超声	2013	11	12
检查日期分布	急诊	超声	2013	12	15
检查日期分布	急诊	超声	2014	1	9
检查日期分布	急诊	超声	2014	2	5
检查日期分布	急诊	超声	2014	3	9
检查日期分布	急诊	超声	2014	4	6
检查日期分布	急诊	超声	2014	5	4
检查日期分布	急诊	超声	2014	6	21
检查日期分布	急诊	超声	2014	7	4
检查日期分布	急诊	超声	2014	8	15
检查日期分布	急诊	超声	2014	9	25
检查日期分布	急诊	超声	2014	10	5
检查日期分布	急诊	超声	2014	11	11
检查日期分布	急诊	超声	2014	12	14
检查日期分布	急诊	超声	2015	1	17
检查日期分布	急诊	超声	2015	2	5
检查日期分布	急诊	超声	2015	3	15
检查日期分布	急诊	超声	2015	4	27
检查日期分布	急诊	超声	2015	5	36
检查日期分布	急诊	超声	2015	6	23
检查日期分布	急诊	超声	2015	7	26
检查日期分布	急诊	超声	2015	8	24
检查日期分布	急诊	超声	2015	9	21
检查日期分布	急诊	超声	2015	10	18
检查日期分布	急诊	超声	2015	11	13
检查日期分布	急诊	超声	2015	12	31
检查日期分布	急诊	超声	2016	1	39
检查日期分布	急诊	超声	2016	2	22
检查日期分布	急诊	超声	2016	3	33
检查日期分布	急诊	超声	2016	4	31
检查日期分布	急诊	超声	2016	5	28
检查日期分布	急诊	超声	2016	6	28
检查日期分布	急诊	超声	2016	7	22
检查日期分布	急诊	超声	2016	8	40
检查日期分布	急诊	超声	2016	9	28
检查日期分布	急诊	超声	2016	10	17
检查日期分布	急诊	超声	2016	11	22
检查日期分布	急诊	超声	2016	12	32
检查日期分布	急诊	超声	2017	1	26
检查日期分布	急诊	超声	2017	2	41
检查日期分布	急诊	超声	2017	3	32
检查日期分布	急诊	超声	2017	4	28
检查日期分布	急诊	超声	2017	5	40
检查日期分布	急诊	超声	2017	6	36
检查日期分布	急诊	超声	2017	7	46
检查日期分布	急诊	超声	2017	8	36
检查日期分布	急诊	超声	2017	9	20
检查日期分布	急诊	超声	2017	10	26
检查日期分布	急诊	超声	2017	11	23
检查日期分布	急诊	超声	2017	12	31
检查日期分布	急诊	超声	2018	1	28
检查日期分布	急诊	超声	2018	2	13
检查日期分布	急诊	超声	2018	3	29
检查日期分布	急诊	超声	2018	4	40
检查日期分布	急诊	超声	2018	5	30
检查日期分布	急诊	超声	2018	6	12
检查日期分布	虚拟就诊	CT	2013	10	2
检查日期分布	虚拟就诊	CT	2014	3	2
检查日期分布	虚拟就诊	CT	2014	5	1
检查日期分布	虚拟就诊	CT	2014	10	1
检查日期分布	虚拟就诊	CT	2015	1	1
检查日期分布	虚拟就诊	CT	2015	5	2
检查日期分布	虚拟就诊	CT	2015	7	1
检查日期分布	虚拟就诊	CT	2016	2	1
检查日期分布	虚拟就诊	CT	2016	3	3
检查日期分布	虚拟就诊	CT	2016	7	1
检查日期分布	虚拟就诊	CT	2016	8	1
检查日期分布	虚拟就诊	CT	2016	9	1
检查日期分布	虚拟就诊	CT	2016	11	1
检查日期分布	虚拟就诊	CT	2016	12	2
检查日期分布	虚拟就诊	CT	2017	9	2
检查日期分布	虚拟就诊	CT	2017	11	1
检查日期分布	虚拟就诊	CT	2017	12	2
检查日期分布	虚拟就诊	CT	2018	1	1
检查日期分布	虚拟就诊	CT	2018	3	2
检查日期分布	虚拟就诊	CT	2018	4	2
检查日期分布	虚拟就诊	X线	NULL	NULL	3
检查日期分布	虚拟就诊	X线	2006	3	1
检查日期分布	虚拟就诊	X线	2015	5	1
检查日期分布	虚拟就诊	X线	2015	6	2
检查日期分布	虚拟就诊	X线	2015	10	3
检查日期分布	虚拟就诊	X线	2016	4	1
检查日期分布	虚拟就诊	X线	2016	11	1
检查日期分布	虚拟就诊	X线	2017	9	1
检查日期分布	虚拟就诊	X线	2018	1	1
检查日期分布	虚拟就诊	心电	NULL	NULL	35
检查日期分布	虚拟就诊	心电	2007	1	2
检查日期分布	虚拟就诊	心电	2008	4	6
检查日期分布	虚拟就诊	心电	2009	10	1
检查日期分布	虚拟就诊	心电	2013	7	1
检查日期分布	虚拟就诊	心电	2013	8	29
检查日期分布	虚拟就诊	心电	2013	9	22
检查日期分布	虚拟就诊	心电	2013	10	4
检查日期分布	虚拟就诊	心电	2013	11	42
检查日期分布	虚拟就诊	心电	2013	12	10
检查日期分布	虚拟就诊	心电	2014	1	8
检查日期分布	虚拟就诊	心电	2014	2	8
检查日期分布	虚拟就诊	心电	2014	3	8
检查日期分布	虚拟就诊	心电	2014	4	80
检查日期分布	虚拟就诊	心电	2014	7	14
检查日期分布	虚拟就诊	心电	2014	8	12
检查日期分布	虚拟就诊	心电	2014	9	16
检查日期分布	虚拟就诊	心电	2014	10	110
检查日期分布	虚拟就诊	心电	2014	11	3
检查日期分布	虚拟就诊	心电	2014	12	55
检查日期分布	虚拟就诊	心电	2015	1	115
检查日期分布	虚拟就诊	心电	2015	2	6
检查日期分布	虚拟就诊	心电	2015	3	36
检查日期分布	虚拟就诊	心电	2015	4	52
检查日期分布	虚拟就诊	心电	2015	5	16
检查日期分布	虚拟就诊	心电	2015	6	4
检查日期分布	虚拟就诊	心电	2015	7	8
检查日期分布	虚拟就诊	心电	2015	11	2
检查日期分布	虚拟就诊	超声	2013	5	1
检查日期分布	虚拟就诊	超声	2013	10	1
检查日期分布	虚拟就诊	超声	2013	11	24
检查日期分布	虚拟就诊	超声	2014	2	1
检查日期分布	虚拟就诊	超声	2014	3	6
检查日期分布	虚拟就诊	超声	2014	4	34
检查日期分布	虚拟就诊	超声	2014	5	11
检查日期分布	虚拟就诊	超声	2014	6	6
检查日期分布	虚拟就诊	超声	2014	7	3
检查日期分布	虚拟就诊	超声	2014	8	18
检查日期分布	虚拟就诊	超声	2014	9	91
检查日期分布	虚拟就诊	超声	2014	10	12
检查日期分布	虚拟就诊	超声	2014	11	1
检查日期分布	虚拟就诊	超声	2015	1	1
检查日期分布	虚拟就诊	超声	2015	3	2
检查日期分布	虚拟就诊	超声	2015	4	5
检查日期分布	虚拟就诊	超声	2015	5	1
检查日期分布	虚拟就诊	超声	2015	8	2
检查日期分布	虚拟就诊	超声	2015	9	2
检查日期分布	虚拟就诊	超声	2015	10	3
检查日期分布	虚拟就诊	超声	2016	3	2
检查日期分布	虚拟就诊	超声	2016	4	4
检查日期分布	虚拟就诊	超声	2016	5	2
检查日期分布	虚拟就诊	超声	2016	6	3
检查日期分布	虚拟就诊	超声	2016	7	4
检查日期分布	虚拟就诊	超声	2016	9	1
检查日期分布	虚拟就诊	超声	2016	11	3
检查日期分布	虚拟就诊	超声	2016	12	3
检查日期分布	虚拟就诊	超声	2017	2	2
检查日期分布	虚拟就诊	超声	2017	4	10
检查日期分布	虚拟就诊	超声	2017	5	7
检查日期分布	虚拟就诊	超声	2017	6	6
检查日期分布	虚拟就诊	超声	2017	7	7
检查日期分布	虚拟就诊	超声	2017	8	6
检查日期分布	虚拟就诊	超声	2017	9	5
检查日期分布	虚拟就诊	超声	2017	10	2
检查日期分布	虚拟就诊	超声	2017	11	7
检查日期分布	虚拟就诊	超声	2017	12	9
检查日期分布	虚拟就诊	超声	2018	1	5
检查日期分布	虚拟就诊	超声	2018	2	4
检查日期分布	虚拟就诊	超声	2018	3	4
检查日期分布	虚拟就诊	超声	2018	4	3
检查日期分布	虚拟就诊	超声	2018	5	15
检查日期分布	虚拟就诊	超声	2018	6	1
检查日期分布	门诊	CT	2013	7	2
检查日期分布	门诊	CT	2013	8	37
检查日期分布	门诊	CT	2013	9	15
检查日期分布	门诊	CT	2013	10	53
检查日期分布	门诊	CT	2013	11	36
检查日期分布	门诊	CT	2013	12	38
检查日期分布	门诊	CT	2014	1	38
检查日期分布	门诊	CT	2014	2	38
检查日期分布	门诊	CT	2014	3	60
检查日期分布	门诊	CT	2014	4	50
检查日期分布	门诊	CT	2014	5	41
检查日期分布	门诊	CT	2014	6	51
检查日期分布	门诊	CT	2014	7	45
检查日期分布	门诊	CT	2014	8	49
检查日期分布	门诊	CT	2014	9	44
检查日期分布	门诊	CT	2014	10	57
检查日期分布	门诊	CT	2014	11	47
检查日期分布	门诊	CT	2014	12	70
检查日期分布	门诊	CT	2015	1	42
检查日期分布	门诊	CT	2015	2	39
检查日期分布	门诊	CT	2015	3	41
检查日期分布	门诊	CT	2015	4	55
检查日期分布	门诊	CT	2015	5	39
检查日期分布	门诊	CT	2015	6	37
检查日期分布	门诊	CT	2015	7	33
检查日期分布	门诊	CT	2015	8	37
检查日期分布	门诊	CT	2015	9	57
检查日期分布	门诊	CT	2015	10	44
检查日期分布	门诊	CT	2015	11	51
检查日期分布	门诊	CT	2015	12	59
检查日期分布	门诊	CT	2016	1	39
检查日期分布	门诊	CT	2016	2	30
检查日期分布	门诊	CT	2016	3	65
检查日期分布	门诊	CT	2016	4	57
检查日期分布	门诊	CT	2016	5	42
检查日期分布	门诊	CT	2016	6	54
检查日期分布	门诊	CT	2016	7	40
检查日期分布	门诊	CT	2016	8	55
检查日期分布	门诊	CT	2016	9	42
检查日期分布	门诊	CT	2016	10	41
检查日期分布	门诊	CT	2016	11	35
检查日期分布	门诊	CT	2016	12	42
检查日期分布	门诊	CT	2017	1	36
检查日期分布	门诊	CT	2017	2	51
检查日期分布	门诊	CT	2017	3	44
检查日期分布	门诊	CT	2017	4	45
检查日期分布	门诊	CT	2017	5	43
检查日期分布	门诊	CT	2017	6	50
检查日期分布	门诊	CT	2017	7	42
检查日期分布	门诊	CT	2017	8	57
检查日期分布	门诊	CT	2017	9	51
检查日期分布	门诊	CT	2017	10	55
检查日期分布	门诊	CT	2017	11	63
检查日期分布	门诊	CT	2017	12	61
检查日期分布	门诊	CT	2018	1	50
检查日期分布	门诊	CT	2018	2	53
检查日期分布	门诊	CT	2018	3	69
检查日期分布	门诊	CT	2018	4	54
检查日期分布	门诊	CT	2018	5	61
检查日期分布	门诊	CT	2018	6	16
检查日期分布	门诊	X线	NULL	NULL	9097
检查日期分布	门诊	X线	2006	1	44
检查日期分布	门诊	X线	2006	2	107
检查日期分布	门诊	X线	2006	3	158
检查日期分布	门诊	X线	2006	4	156
检查日期分布	门诊	X线	2006	5	156
检查日期分布	门诊	X线	2006	6	134
检查日期分布	门诊	X线	2006	7	138
检查日期分布	门诊	X线	2006	8	138
检查日期分布	门诊	X线	2006	9	116
检查日期分布	门诊	X线	2006	10	88
检查日期分布	门诊	X线	2006	11	118
检查日期分布	门诊	X线	2006	12	105
检查日期分布	门诊	X线	2007	1	137
检查日期分布	门诊	X线	2007	2	101
检查日期分布	门诊	X线	2007	3	136
检查日期分布	门诊	X线	2007	4	114
检查日期分布	门诊	X线	2007	5	105
检查日期分布	门诊	X线	2007	6	129
检查日期分布	门诊	X线	2007	7	109
检查日期分布	门诊	X线	2007	8	140
检查日期分布	门诊	X线	2007	9	113
检查日期分布	门诊	X线	2007	10	117
检查日期分布	门诊	X线	2007	11	145
检查日期分布	门诊	X线	2007	12	124
检查日期分布	门诊	X线	2008	1	101
检查日期分布	门诊	X线	2008	2	65
检查日期分布	门诊	X线	2008	3	100
检查日期分布	门诊	X线	2008	4	79
检查日期分布	门诊	X线	2008	5	55
检查日期分布	门诊	X线	2008	6	58
检查日期分布	门诊	X线	2008	7	33
检查日期分布	门诊	X线	2008	12	2
检查日期分布	门诊	X线	2013	7	3
检查日期分布	门诊	X线	2013	8	11
检查日期分布	门诊	X线	2013	9	10
检查日期分布	门诊	X线	2013	10	18
检查日期分布	门诊	X线	2013	11	21
检查日期分布	门诊	X线	2013	12	21
检查日期分布	门诊	X线	2014	1	24
检查日期分布	门诊	X线	2014	2	20
检查日期分布	门诊	X线	2014	3	23
检查日期分布	门诊	X线	2014	4	22
检查日期分布	门诊	X线	2014	5	29
检查日期分布	门诊	X线	2014	6	38
检查日期分布	门诊	X线	2014	7	29
检查日期分布	门诊	X线	2014	8	31
检查日期分布	门诊	X线	2014	9	36
检查日期分布	门诊	X线	2014	10	35
检查日期分布	门诊	X线	2014	11	31
检查日期分布	门诊	X线	2014	12	51
检查日期分布	门诊	X线	2015	1	32
检查日期分布	门诊	X线	2015	2	29
检查日期分布	门诊	X线	2015	3	32
检查日期分布	门诊	X线	2015	4	35
检查日期分布	门诊	X线	2015	5	33
检查日期分布	门诊	X线	2015	6	48
检查日期分布	门诊	X线	2015	7	49
检查日期分布	门诊	X线	2015	8	36
检查日期分布	门诊	X线	2015	9	35
检查日期分布	门诊	X线	2015	10	35
检查日期分布	门诊	X线	2015	11	47
检查日期分布	门诊	X线	2015	12	48
检查日期分布	门诊	X线	2016	1	32
检查日期分布	门诊	X线	2016	2	23
检查日期分布	门诊	X线	2016	3	51
检查日期分布	门诊	X线	2016	4	56
检查日期分布	门诊	X线	2016	5	57
检查日期分布	门诊	X线	2016	6	35
检查日期分布	门诊	X线	2016	7	28
检查日期分布	门诊	X线	2016	8	27
检查日期分布	门诊	X线	2016	9	28
检查日期分布	门诊	X线	2016	10	31
检查日期分布	门诊	X线	2016	11	28
检查日期分布	门诊	X线	2016	12	46
检查日期分布	门诊	X线	2017	1	32
检查日期分布	门诊	X线	2017	2	62
检查日期分布	门诊	X线	2017	3	63
检查日期分布	门诊	X线	2017	4	38
检查日期分布	门诊	X线	2017	5	90
检查日期分布	门诊	X线	2017	6	80
检查日期分布	门诊	X线	2017	7	41
检查日期分布	门诊	X线	2017	8	69
检查日期分布	门诊	X线	2017	9	54
检查日期分布	门诊	X线	2017	10	28
检查日期分布	门诊	X线	2017	11	49
检查日期分布	门诊	X线	2017	12	37
检查日期分布	门诊	X线	2018	1	32
检查日期分布	门诊	X线	2018	2	35
检查日期分布	门诊	X线	2018	3	35
检查日期分布	门诊	X线	2018	4	48
检查日期分布	门诊	X线	2018	5	42
检查日期分布	门诊	X线	2018	6	12
检查日期分布	门诊	心电	NULL	NULL	605
检查日期分布	门诊	心电	2006	1	29
检查日期分布	门诊	心电	2006	2	76
检查日期分布	门诊	心电	2006	3	75
检查日期分布	门诊	心电	2006	4	93
检查日期分布	门诊	心电	2006	5	113
检查日期分布	门诊	心电	2006	6	87
检查日期分布	门诊	心电	2006	7	70
检查日期分布	门诊	心电	2006	8	87
检查日期分布	门诊	心电	2006	9	65
检查日期分布	门诊	心电	2006	10	48
检查日期分布	门诊	心电	2006	11	71
检查日期分布	门诊	心电	2006	12	80
检查日期分布	门诊	心电	2007	1	99
检查日期分布	门诊	心电	2007	2	75
检查日期分布	门诊	心电	2007	3	78
检查日期分布	门诊	心电	2007	4	72
检查日期分布	门诊	心电	2007	5	69
检查日期分布	门诊	心电	2007	6	95
检查日期分布	门诊	心电	2007	7	69
检查日期分布	门诊	心电	2007	8	65
检查日期分布	门诊	心电	2007	9	55
检查日期分布	门诊	心电	2007	10	74
检查日期分布	门诊	心电	2007	11	77
检查日期分布	门诊	心电	2007	12	90
检查日期分布	门诊	心电	2008	1	70
检查日期分布	门诊	心电	2008	2	46
检查日期分布	门诊	心电	2008	3	60
检查日期分布	门诊	心电	2008	4	85
检查日期分布	门诊	心电	2008	5	80
检查日期分布	门诊	心电	2008	6	69
检查日期分布	门诊	心电	2008	7	69
检查日期分布	门诊	心电	2008	8	67
检查日期分布	门诊	心电	2008	9	79
检查日期分布	门诊	心电	2008	10	68
检查日期分布	门诊	心电	2008	11	66
检查日期分布	门诊	心电	2008	12	60
检查日期分布	门诊	心电	2009	1	40
检查日期分布	门诊	心电	2009	2	55
检查日期分布	门诊	心电	2009	3	71
检查日期分布	门诊	心电	2009	4	78
检查日期分布	门诊	心电	2009	5	78
检查日期分布	门诊	心电	2009	6	68
检查日期分布	门诊	心电	2009	7	50
检查日期分布	门诊	心电	2009	8	51
检查日期分布	门诊	心电	2009	9	70
检查日期分布	门诊	心电	2009	10	37
检查日期分布	门诊	心电	2009	11	61
检查日期分布	门诊	心电	2009	12	79
检查日期分布	门诊	心电	2010	1	67
检查日期分布	门诊	心电	2010	2	39
检查日期分布	门诊	心电	2010	3	76
检查日期分布	门诊	心电	2010	4	63
检查日期分布	门诊	心电	2010	5	54
检查日期分布	门诊	心电	2010	6	65
检查日期分布	门诊	心电	2010	7	36
检查日期分布	门诊	心电	2010	8	35
检查日期分布	门诊	心电	2010	9	52
检查日期分布	门诊	心电	2010	10	47
检查日期分布	门诊	心电	2010	11	60
检查日期分布	门诊	心电	2010	12	60
检查日期分布	门诊	心电	2011	1	29
检查日期分布	门诊	心电	2011	2	16
检查日期分布	门诊	心电	2011	3	18
检查日期分布	门诊	心电	2011	4	14
检查日期分布	门诊	心电	2011	5	19
检查日期分布	门诊	心电	2011	6	16
检查日期分布	门诊	心电	2011	7	18
检查日期分布	门诊	心电	2011	8	23
检查日期分布	门诊	心电	2011	9	8
检查日期分布	门诊	心电	2011	10	18
检查日期分布	门诊	心电	2011	11	19
检查日期分布	门诊	心电	2011	12	12
检查日期分布	门诊	心电	2012	1	5
检查日期分布	门诊	心电	2012	2	31
检查日期分布	门诊	心电	2012	3	13
检查日期分布	门诊	心电	2012	4	27
检查日期分布	门诊	心电	2012	5	31
检查日期分布	门诊	心电	2012	6	20
检查日期分布	门诊	心电	2012	7	18
检查日期分布	门诊	心电	2012	8	20
检查日期分布	门诊	心电	2012	9	14
检查日期分布	门诊	心电	2012	10	13
检查日期分布	门诊	心电	2012	11	20
检查日期分布	门诊	心电	2012	12	16
检查日期分布	门诊	心电	2013	1	20
检查日期分布	门诊	心电	2013	2	11
检查日期分布	门诊	心电	2013	3	14
检查日期分布	门诊	心电	2013	4	9
检查日期分布	门诊	心电	2013	5	17
检查日期分布	门诊	心电	2013	6	7
检查日期分布	门诊	心电	2013	7	17
检查日期分布	门诊	心电	2013	8	55
检查日期分布	门诊	心电	2013	9	44
检查日期分布	门诊	心电	2013	10	17
检查日期分布	门诊	心电	2013	11	41
检查日期分布	门诊	心电	2013	12	42
检查日期分布	门诊	心电	2014	1	44
检查日期分布	门诊	心电	2014	2	36
检查日期分布	门诊	心电	2014	3	59
检查日期分布	门诊	心电	2014	4	51
检查日期分布	门诊	心电	2014	5	38
检查日期分布	门诊	心电	2014	6	42
检查日期分布	门诊	心电	2014	7	30
检查日期分布	门诊	心电	2014	8	86
检查日期分布	门诊	心电	2014	9	39
检查日期分布	门诊	心电	2014	10	93
检查日期分布	门诊	心电	2014	11	88
检查日期分布	门诊	心电	2014	12	94
检查日期分布	门诊	心电	2015	1	148
检查日期分布	门诊	心电	2015	2	84
检查日期分布	门诊	心电	2015	3	101
检查日期分布	门诊	心电	2015	4	90
检查日期分布	门诊	心电	2015	5	95
检查日期分布	门诊	心电	2015	6	131
检查日期分布	门诊	心电	2015	7	157
检查日期分布	门诊	心电	2015	8	153
检查日期分布	门诊	心电	2015	9	136
检查日期分布	门诊	心电	2015	10	67
检查日期分布	门诊	心电	2015	11	90
检查日期分布	门诊	心电	2015	12	154
检查日期分布	门诊	心电	2016	1	120
检查日期分布	门诊	心电	2016	2	107
检查日期分布	门诊	心电	2016	3	144
检查日期分布	门诊	心电	2016	4	127
检查日期分布	门诊	心电	2016	5	124
检查日期分布	门诊	心电	2016	6	88
检查日期分布	门诊	心电	2016	7	79
检查日期分布	门诊	心电	2016	8	69
检查日期分布	门诊	心电	2016	9	80
检查日期分布	门诊	心电	2016	10	113
检查日期分布	门诊	心电	2016	11	77
检查日期分布	门诊	心电	2016	12	102
检查日期分布	门诊	心电	2017	1	72
检查日期分布	门诊	心电	2017	2	144
检查日期分布	门诊	心电	2017	3	233
检查日期分布	门诊	心电	2017	4	165
检查日期分布	门诊	心电	2017	5	242
检查日期分布	门诊	心电	2017	6	248
检查日期分布	门诊	心电	2017	7	156
检查日期分布	门诊	心电	2017	8	149
检查日期分布	门诊	心电	2017	9	113
检查日期分布	门诊	心电	2017	10	86
检查日期分布	门诊	心电	2017	11	80
检查日期分布	门诊	心电	2017	12	54
检查日期分布	门诊	心电	2018	1	74
检查日期分布	门诊	心电	2018	2	45
检查日期分布	门诊	心电	2018	3	74
检查日期分布	门诊	心电	2018	4	48
检查日期分布	门诊	心电	2018	5	81
检查日期分布	门诊	心电	2018	6	33
检查日期分布	门诊	超声	2006	1	64
检查日期分布	门诊	超声	2006	2	179
检查日期分布	门诊	超声	2006	3	235
检查日期分布	门诊	超声	2006	4	178
检查日期分布	门诊	超声	2006	5	185
检查日期分布	门诊	超声	2006	6	147
检查日期分布	门诊	超声	2006	7	144
检查日期分布	门诊	超声	2006	8	168
检查日期分布	门诊	超声	2006	9	124
检查日期分布	门诊	超声	2006	10	219
检查日期分布	门诊	超声	2006	11	166
检查日期分布	门诊	超声	2006	12	127
检查日期分布	门诊	超声	2007	1	220
检查日期分布	门诊	超声	2007	2	153
检查日期分布	门诊	超声	2007	3	169
检查日期分布	门诊	超声	2007	4	174
检查日期分布	门诊	超声	2007	5	182
检查日期分布	门诊	超声	2007	6	167
检查日期分布	门诊	超声	2007	7	127
检查日期分布	门诊	超声	2007	8	224
检查日期分布	门诊	超声	2007	9	191
检查日期分布	门诊	超声	2007	10	183
检查日期分布	门诊	超声	2007	11	216
检查日期分布	门诊	超声	2007	12	202
检查日期分布	门诊	超声	2008	1	157
检查日期分布	门诊	超声	2008	2	171
检查日期分布	门诊	超声	2008	3	331
检查日期分布	门诊	超声	2008	4	244
检查日期分布	门诊	超声	2008	5	279
检查日期分布	门诊	超声	2008	6	361
检查日期分布	门诊	超声	2008	7	261
检查日期分布	门诊	超声	2008	8	137
检查日期分布	门诊	超声	2008	9	163
